signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
5-7-2-2-24-0,5,7.0,2.0,2,24,0,31,4,1,1,0.0,0.0,0.0
4-14-6-2-39-1,4,14.0,6.0,2,39,1,29,11,3,1,0.0,0.0,0.0
5-12-6-2-43-0,5,12.0,6.0,2,43,0,20,0,3,1,0.0,0.0,0.0
5-12-2-2-40-0,5,12.0,2.0,2,40,0,18,0,2,1,0.0,0.0,0.0
5-12-5-1-44-0,5,12.0,5.0,1,44,0,34,14,2,1,0.0,0.0,0.0
1-3-3-3-3-1,1,3.0,3.0,3,3,1,35,35,2,1,0.0,0.0,0.0
1-5-5-3-5-0,1,5.0,5.0,3,5,0,32,22,7,1,0.0,0.0,0.0
3-7-2-2-15-1,3,7.0,2.0,2,15,1,48,35,1,1,0.0,0.0,0.0
4-12-3-2-31-0,4,12.0,3.0,2,31,0,20,4,2,1,0.0,0.0,0.0
5-12-0-2-37-1,5,12.0,,2,37,1,33,15,3,1,0.0,0.0,0.0
2-12-11-4-23-1,2,12.0,11.0,4,23,1,31,25,1,1,0.0,0.0,0.0
3-11-0-4-14-1,3,11.0,,4,14,1,28,25,1,1,0.0,0.0,0.0
6-13-2-1-40-0,6,13.0,2.0,1,40,0,21,4,1,1,0.0,0.0,0.0
3-14-2-2-29-2,3,14.0,2.0,2,29,2,28,22,1,1,0.0,0.0,0.0
3-12-0-3-16-1,3,12.0,,3,16,1,22,15,3,1,0.0,0.0,0.0
4-13-2-2-26-2,4,13.0,2.0,2,26,2,27,22,2,1,0.0,0.0,0.0
2-6-0-4-6-1,2,6.0,,4,6,1,36,25,1,1,0.0,0.0,0.0
3-10-2-2-18-1,3,10.0,2.0,2,18,1,36,23,1,1,0.0,0.0,0.0
2-13-6-3-19-2,2,13.0,6.0,3,19,2,50,36,4,1,0.0,0.0,0.0
3-14-7-3-32-1,3,14.0,7.0,3,32,1,29,21,1,1,0.0,0.0,0.0
4-14-2-2-39-0,4,14.0,2.0,2,39,0,23,14,2,1,0.0,0.0,0.0
4-14-0-2-27-0,4,14.0,,2,27,0,5,0,3,1,0.0,0.0,0.0
4-12-2-2-25-0,4,12.0,2.0,2,25,0,13,4,2,1,0.0,0.0,0.0
3-14-9-4-34-1,3,14.0,9.0,4,34,1,23,15,3,1,0.0,0.0,0.0
4-13-4-2-39-0,4,13.0,4.0,2,39,0,26,14,1,1,0.0,0.0,0.0
5-14-3-2-46-1,5,14.0,3.0,2,46,1,25,15,2,1,0.0,0.0,0.0
3-7-2-3-13-2,3,7.0,2.0,3,13,2,32,26,1,1,0.0,0.0,0.0
4-14-9-2-45-1,4,14.0,9.0,2,45,1,35,25,3,1,0.0,0.0,0.0
4-12-6-2-37-1,4,12.0,6.0,2,37,1,30,11,2,1,0.0,0.0,0.0
4-10-3-3-24-0,4,10.0,3.0,3,24,0,12,4,2,1,0.0,0.0,0.0
3-7-4-4-16-1,3,7.0,4.0,4,16,1,37,21,1,1,0.0,0.0,0.0
3-14-2-3-20-0,3,14.0,2.0,3,20,0,27,20,2,1,0.0,0.0,0.0
6-14-2-2-44-0,6,14.0,2.0,2,44,0,18,0,2,1,0.0,0.0,0.0
5-12-0-2-27-0,5,12.0,,2,27,0,13,4,2,1,0.0,0.0,0.0
3-14-0-3-24-1,3,14.0,,3,24,1,16,11,1,1,0.0,0.0,0.0
4-9-2-3-23-0,4,9.0,2.0,3,23,0,24,10,1,1,0.0,0.0,0.0
3-8-3-3-15-1,3,8.0,3.0,3,15,1,17,11,3,1,0.0,0.0,0.0
5-10-0-1-23-0,5,10.0,,1,23,0,17,0,1,1,0.0,0.0,0.0
4-12-3-3-30-0,4,12.0,3.0,3,30,0,29,14,2,1,0.0,0.0,0.0
7-14-0-1-54-0,7,14.0,,1,54,0,31,0,2,1,0.0,0.0,0.0
3-8-2-4-16-2,3,8.0,2.0,4,16,2,39,26,1,1,0.0,0.0,0.0
5-14-7-2-57-0,5,14.0,7.0,2,57,0,14,0,1,1,0.0,0.0,0.0
2-6-2-2-8-0,2,6.0,2.0,2,8,0,11,0,2,1,0.0,0.0,0.0
2-5-3-3-8-1,2,5.0,3.0,3,8,1,21,11,6,1,0.0,0.0,0.0
3-13-2-3-24-1,3,13.0,2.0,3,24,1,36,31,2,1,0.0,0.0,0.0
2-14-7-3-21-3,2,14.0,7.0,3,21,3,38,33,2,1,0.0,0.0,0.0
4-10-0-2-17-0,4,10.0,,2,17,0,32,20,1,1,0.0,0.0,0.0
2-10-9-3-19-0,2,10.0,9.0,3,19,0,18,14,2,1,0.0,0.0,0.0
3-13-0-3-20-1,3,13.0,,3,20,1,16,11,1,1,0.0,0.0,0.0
4-7-0-2-14-1,4,7.0,,2,14,1,31,25,3,1,0.0,0.0,0.0
4-14-7-3-40-0,4,14.0,7.0,3,40,0,33,24,1,1,0.0,0.0,0.0
3-10-0-3-19-0,3,10.0,,3,19,0,12,8,1,1,0.0,0.0,0.0
3-13-0-2-18-1,3,13.0,,2,18,1,28,15,1,1,0.0,0.0,0.0
2-9-3-3-12-0,2,9.0,3.0,3,12,0,2,0,2,1,0.0,0.0,0.0
5-13-3-2-39-1,5,13.0,3.0,2,39,1,33,15,1,1,0.0,0.0,0.0
4-8-2-2-17-2,4,8.0,2.0,2,17,2,28,22,1,1,0.0,0.0,0.0
2-12-7-3-19-0,2,12.0,7.0,3,19,0,23,18,5,1,0.0,0.0,0.0
4-10-4-2-31-1,4,10.0,4.0,2,31,1,25,15,1,1,0.0,0.0,0.0
4-13-0-2-20-1,4,13.0,,2,20,1,18,11,2,1,0.0,0.0,0.0
1-9-9-3-9-0,1,9.0,9.0,3,9,0,12,10,5,1,0.0,0.0,0.0
3-13-7-2-30-0,3,13.0,7.0,2,30,0,11,4,2,1,0.0,0.0,0.0
4-14-4-2-37-1,4,14.0,4.0,2,37,1,36,15,6,1,0.0,0.0,0.0
4-13-4-3-38-1,4,13.0,4.0,3,38,1,47,35,1,1,0.0,0.0,0.0
4-10-2-3-23-0,4,10.0,2.0,3,23,0,18,14,1,1,0.0,0.0,0.0
5-14-3-1-38-1,5,14.0,3.0,1,38,1,42,21,1,1,0.0,0.0,0.0
3-11-9-2-30-2,3,11.0,9.0,2,30,2,39,32,1,1,0.0,0.0,0.0
2-13-10-2-23-1,2,13.0,10.0,2,23,1,26,21,3,1,0.0,0.0,0.0
4-10-0-2-18-1,4,10.0,,2,18,1,38,25,3,1,0.0,0.0,0.0
4-14-0-3-36-0,4,14.0,,3,36,0,12,4,1,1,0.0,0.0,0.0
3-14-9-2-33-1,3,14.0,9.0,2,33,1,32,25,2,1,0.0,0.0,0.0
4-14-2-2-28-0,4,14.0,2.0,2,28,0,33,18,3,1,0.0,0.0,0.0
4-11-3-2-29-1,4,11.0,3.0,2,29,1,28,21,2,1,0.0,0.0,0.0
2-9-8-3-17-2,2,9.0,8.0,3,17,2,40,36,3,1,0.0,0.0,0.0
3-13-3-2-24-1,3,13.0,3.0,2,24,1,26,21,2,1,0.0,0.0,0.0
3-10-3-2-19-0,3,10.0,3.0,2,19,0,33,20,4,1,0.0,0.0,0.0
5-12-0-2-31-0,5,12.0,,2,31,0,19,8,3,1,0.0,0.0,0.0
5-14-6-2-52-1,5,14.0,6.0,2,52,1,47,25,3,1,0.0,0.0,0.0
3-10-6-2-24-0,3,10.0,6.0,2,24,0,19,4,2,1,0.0,0.0,0.0
2-6-3-3-9-1,2,6.0,3.0,3,9,1,26,15,3,1,0.0,0.0,0.0
2-12-5-3-17-1,2,12.0,5.0,3,17,1,24,11,2,1,0.0,0.0,0.0
5-13-0-2-38-1,5,13.0,,2,38,1,33,15,2,1,0.0,0.0,0.0
5-9-2-2-27-2,5,9.0,2.0,2,27,2,36,22,1,1,0.0,0.0,0.0
3-10-0-3-16-0,3,10.0,,3,16,0,37,24,1,1,0.0,0.0,0.0
3-11-0-3-18-0,3,11.0,,3,18,0,19,14,1,1,0.0,0.0,0.0
3-11-3-3-23-1,3,11.0,3.0,3,23,1,24,19,2,1,0.0,0.0,0.0
5-14-3-1-35-0,5,14.0,3.0,1,35,0,20,0,1,1,0.0,0.0,0.0
3-8-5-3-19-0,3,8.0,5.0,3,19,0,37,14,2,1,0.0,0.0,0.0
5-11-0-2-35-1,5,11.0,,2,35,1,40,31,1,1,0.0,0.0,0.0
4-14-0-2-33-1,4,14.0,,2,33,1,33,25,2,1,0.0,0.0,0.0
4-14-6-2-39-0,4,14.0,6.0,2,39,0,39,20,3,1,0.0,0.0,0.0
2-14-6-2-20-0,2,14.0,6.0,2,20,0,44,30,2,1,0.0,0.0,0.0
2-11-2-3-13-2,2,11.0,2.0,3,13,2,29,26,1,1,0.0,0.0,0.0
4-12-3-3-30-1,4,12.0,3.0,3,30,1,30,15,1,1,0.0,0.0,0.0
2-9-2-3-11-1,2,9.0,2.0,3,11,1,31,29,4,1,0.0,0.0,0.0
4-11-3-2-32-1,4,11.0,3.0,2,32,1,18,11,1,1,0.0,0.0,0.0
5-13-5-2-45-0,5,13.0,5.0,2,45,0,39,10,1,1,0.0,0.0,0.0
2-11-9-2-20-0,2,11.0,9.0,2,20,0,19,14,2,1,0.0,0.0,0.0
5-13-6-2-46-0,5,13.0,6.0,2,46,0,31,10,4,1,0.0,0.0,0.0
1-12-12-4-12-2,1,12.0,12.0,4,12,2,35,32,3,1,0.0,0.0,0.0
3-14-0-3-22-1,3,14.0,,3,22,1,30,25,3,1,0.0,0.0,0.0
3-13-2-3-27-2,3,13.0,2.0,3,27,2,38,32,1,1,0.0,0.0,0.0
1-3-3-4-3-2,1,3.0,3.0,4,3,2,26,26,3,1,0.0,0.0,0.0
3-9-3-4-16-0,3,9.0,3.0,4,16,0,20,14,1,1,0.0,0.0,0.0
4-9-0-2-14-1,4,9.0,,2,14,1,23,21,1,1,0.0,0.0,0.0
2-13-9-3-22-1,2,13.0,9.0,3,22,1,16,11,5,1,0.0,0.0,0.0
3-10-6-3-25-1,3,10.0,6.0,3,25,1,40,25,1,1,0.0,0.0,0.0
4-7-0-2-18-2,4,7.0,,2,18,2,45,22,1,1,0.0,0.0,0.0
5-11-0-1-31-1,5,11.0,,1,31,1,32,15,1,1,0.0,0.0,0.0
3-13-10-2-34-1,3,13.0,10.0,2,34,1,43,35,1,1,0.0,0.0,0.0
2-2-0-2-2-0,2,2.0,,2,2,0,18,18,1,1,0.0,0.0,0.0
2-14-11-3-25-1,2,14.0,11.0,3,25,1,17,11,5,1,0.0,0.0,0.0
4-13-2-2-29-0,4,13.0,2.0,2,29,0,14,8,3,1,0.0,0.0,0.0
4-13-6-2-37-1,4,13.0,6.0,2,37,1,39,21,1,1,0.0,0.0,0.0
5-13-0-3-32-1,5,13.0,,3,32,1,21,11,1,1,0.0,0.0,0.0
4-14-0-3-33-1,4,14.0,,3,33,1,33,25,2,1,0.0,0.0,0.0
3-14-12-2-39-0,3,14.0,12.0,2,39,0,33,24,1,1,0.0,0.0,0.0
3-14-3-2-30-0,3,14.0,3.0,2,30,0,26,20,1,1,0.0,0.0,0.0
5-12-0-1-29-1,5,12.0,,1,29,1,30,15,2,1,0.0,0.0,0.0
4-14-3-2-36-0,4,14.0,3.0,2,36,0,22,14,2,1,0.0,0.0,0.0
4-14-9-2-46-1,4,14.0,9.0,2,46,1,26,15,2,1,0.0,0.0,0.0
4-14-0-2-22-1,4,14.0,,2,22,1,29,15,1,1,0.0,0.0,0.0
3-12-0-2-16-1,3,12.0,,2,16,1,38,31,2,1,0.0,0.0,0.0
1-10-10-3-10-0,1,10.0,10.0,3,10,0,26,24,3,1,0.0,0.0,0.0
3-11-7-2-27-2,3,11.0,7.0,2,27,2,29,22,3,1,0.0,0.0,0.0
5-14-6-2-49-0,5,14.0,6.0,2,49,0,31,10,2,1,0.0,0.0,0.0
4-12-3-2-27-2,4,12.0,3.0,2,27,2,37,22,1,1,0.0,0.0,0.0
4-7-3-2-19-2,4,7.0,3.0,2,19,2,38,22,1,1,0.0,0.0,0.0
4-10-4-2-27-0,4,10.0,4.0,2,27,0,19,0,3,1,0.0,0.0,0.0
2-13-8-3-21-0,2,13.0,8.0,3,21,0,19,14,2,1,0.0,0.0,0.0
3-10-2-2-20-1,3,10.0,2.0,2,20,1,29,25,1,1,0.0,0.0,0.0
5-14-0-2-44-0,5,14.0,,2,44,0,24,14,3,1,0.0,0.0,0.0
6-13-6-1-57-0,6,13.0,6.0,1,57,0,27,4,1,1,0.0,0.0,0.0
5-14-4-1-45-1,5,14.0,4.0,1,45,1,34,11,1,1,0.0,0.0,0.0
3-6-4-3-15-0,3,6.0,4.0,3,15,0,35,10,3,1,0.0,0.0,0.0
4-12-2-2-23-1,4,12.0,2.0,2,23,1,25,11,1,1,0.0,0.0,0.0
3-9-3-2-20-0,3,9.0,3.0,2,20,0,28,24,1,1,0.0,0.0,0.0
2-4-3-3-7-1,2,4.0,3.0,3,7,1,39,35,3,1,0.0,0.0,0.0
6-14-3-1-57-1,6,14.0,3.0,1,57,1,23,11,1,1,0.0,0.0,0.0
3-11-2-2-19-2,3,11.0,2.0,2,19,2,50,36,1,1,0.0,0.0,0.0
3-12-2-2-21-0,3,12.0,2.0,2,21,0,33,28,1,1,0.0,0.0,0.0
3-14-4-2-31-1,3,14.0,4.0,2,31,1,35,25,3,1,0.0,0.0,0.0
5-14-3-2-48-1,5,14.0,3.0,2,48,1,21,11,1,1,0.0,0.0,0.0
4-14-5-2-38-2,4,14.0,5.0,2,38,2,49,22,1,1,0.0,0.0,0.0
4-8-0-3-20-0,4,8.0,,3,20,0,32,18,1,1,0.0,0.0,0.0
4-13-3-2-33-0,4,13.0,3.0,2,33,0,11,4,5,1,0.0,0.0,0.0
4-11-4-2-34-0,4,11.0,4.0,2,34,0,19,8,1,1,0.0,0.0,0.0
6-14-0-2-42-0,6,14.0,,2,42,0,13,4,2,1,0.0,0.0,0.0
3-13-5-3-27-2,3,13.0,5.0,3,27,2,41,26,2,1,0.0,0.0,0.0
5-14-0-2-37-2,5,14.0,,2,37,2,33,22,1,1,0.0,0.0,0.0
3-14-3-3-26-1,3,14.0,3.0,3,26,1,30,25,2,1,0.0,0.0,0.0
5-11-2-1-36-1,5,11.0,2.0,1,36,1,33,15,1,1,0.0,0.0,0.0
5-12-0-2-34-0,5,12.0,,2,34,0,21,4,2,1,0.0,0.0,0.0
3-10-2-3-15-0,3,10.0,2.0,3,15,0,22,20,2,1,0.0,0.0,0.0
2-13-4-4-17-2,2,13.0,4.0,4,17,2,43,36,1,1,0.0,0.0,0.0
2-12-4-3-16-1,2,12.0,4.0,3,16,1,36,29,4,1,0.0,0.0,0.0
4-10-5-2-30-2,4,10.0,5.0,2,30,2,57,32,2,1,0.0,0.0,0.0
3-11-5-3-25-1,3,11.0,5.0,3,25,1,40,25,3,1,0.0,0.0,0.0
3-10-0-2-16-0,3,10.0,,2,16,0,37,24,2,1,0.0,0.0,0.0
3-12-3-3-26-0,3,12.0,3.0,3,26,0,16,10,1,1,0.0,0.0,0.0
4-9-5-3-28-0,4,9.0,5.0,3,28,0,29,4,2,1,0.0,0.0,0.0
4-14-4-3-36-1,4,14.0,4.0,3,36,1,26,15,1,1,0.0,0.0,0.0
2-11-7-2-18-1,2,11.0,7.0,2,18,1,16,11,2,1,0.0,0.0,0.0
4-13-5-2-33-1,4,13.0,5.0,2,33,1,32,15,3,1,0.0,0.0,0.0
5-13-3-1-38-0,5,13.0,3.0,1,38,0,11,0,3,1,0.0,0.0,0.0
5-13-3-2-41-0,5,13.0,3.0,2,41,0,22,4,1,1,0.0,0.0,0.0
3-11-6-3-25-1,3,11.0,6.0,3,25,1,37,21,3,1,0.0,0.0,0.0
4-8-3-2-23-0,4,8.0,3.0,2,23,0,34,20,2,1,0.0,0.0,0.0
3-9-0-2-15-1,3,9.0,,2,15,1,28,15,2,1,0.0,0.0,0.0
3-13-5-2-29-2,3,13.0,5.0,2,29,2,38,22,2,1,0.0,0.0,0.0
4-12-4-2-33-1,4,12.0,4.0,2,33,1,32,21,2,1,0.0,0.0,0.0
4-12-2-3-28-1,4,12.0,2.0,3,28,1,20,11,3,1,0.0,0.0,0.0
3-12-2-3-23-2,3,12.0,2.0,3,23,2,41,36,1,1,0.0,0.0,0.0
4-13-0-2-24-1,4,13.0,,2,24,1,34,25,2,1,0.0,0.0,0.0
2-12-4-2-16-1,2,12.0,4.0,2,16,1,28,21,1,1,0.0,0.0,0.0
3-9-2-3-18-1,3,9.0,2.0,3,18,1,29,25,3,1,0.0,0.0,0.0
3-12-4-2-21-0,3,12.0,4.0,2,21,0,21,4,2,1,0.0,0.0,0.0
5-12-0-2-41-0,5,12.0,,2,41,0,20,10,1,1,0.0,0.0,0.0
3-11-5-3-22-2,3,11.0,5.0,3,22,2,60,36,1,1,0.0,0.0,0.0
2-14-9-3-23-0,2,14.0,9.0,3,23,0,23,18,4,1,0.0,0.0,0.0
5-7-2-2-24-2,5,7.0,2.0,2,24,2,53,26,1,1,0.0,0.0,0.0
4-13-0-3-24-0,4,13.0,,3,24,0,19,10,2,1,0.0,0.0,0.0
3-14-0-3-16-1,3,14.0,,3,16,1,32,29,1,1,0.0,0.0,0.0
5-14-0-2-38-1,5,14.0,,2,38,1,48,21,4,1,0.0,0.0,0.0
3-14-0-2-24-1,3,14.0,,2,24,1,26,21,3,1,0.0,0.0,0.0
4-7-0-3-17-1,4,7.0,,3,17,1,32,15,2,1,0.0,0.0,0.0
4-12-4-2-35-0,4,12.0,4.0,2,35,0,19,8,2,1,0.0,0.0,0.0
5-11-2-2-34-0,5,11.0,2.0,2,34,0,25,14,3,1,0.0,0.0,0.0
3-10-0-2-15-2,3,10.0,,2,15,2,54,42,2,1,0.0,0.0,0.0
4-12-4-2-34-0,4,12.0,4.0,2,34,0,19,8,2,1,0.0,0.0,0.0
5-12-3-2-43-1,5,12.0,3.0,2,43,1,21,11,1,1,0.0,0.0,0.0
3-10-4-3-23-0,3,10.0,4.0,3,23,0,26,18,3,1,0.0,0.0,0.0
4-10-0-2-26-1,4,10.0,,2,26,1,25,19,2,1,0.0,0.0,0.0
4-10-4-2-25-2,4,10.0,4.0,2,25,2,49,22,1,1,0.0,0.0,0.0
4-14-0-2-36-1,4,14.0,,2,36,1,23,15,4,1,0.0,0.0,0.0
7-14-2-1-65-0,7,14.0,2.0,1,65,0,27,4,1,1,0.0,0.0,0.0
4-12-3-4-27-0,4,12.0,3.0,4,27,0,23,14,1,1,0.0,0.0,0.0
4-13-3-2-37-0,4,13.0,3.0,2,37,0,12,4,2,1,0.0,0.0,0.0
1-2-2-3-2-3,1,2.0,2.0,3,2,3,43,43,2,1,0.0,0.0,0.0
4-11-2-3-29-0,4,11.0,2.0,3,29,0,36,20,1,1,0.0,0.0,0.0
2-12-6-3-18-3,2,12.0,6.0,3,18,3,57,43,1,1,0.0,0.0,0.0
1-12-12-3-12-0,1,12.0,12.0,3,12,0,13,10,4,1,0.0,0.0,0.0
3-5-0-2-8-2,3,5.0,,2,8,2,36,26,2,1,0.0,0.0,0.0
2-12-6-3-18-1,2,12.0,6.0,3,18,1,33,19,5,1,0.0,0.0,0.0
5-14-6-2-49-1,5,14.0,6.0,2,49,1,40,19,1,1,0.0,0.0,0.0
4-13-3-2-34-2,4,13.0,3.0,2,34,2,39,32,1,1,0.0,0.0,0.0
4-12-5-3-34-1,4,12.0,5.0,3,34,1,38,21,1,1,0.0,0.0,0.0
3-12-0-3-20-0,3,12.0,,3,20,0,25,20,2,1,0.0,0.0,0.0
4-14-2-2-26-0,4,14.0,2.0,2,26,0,32,14,1,1,0.0,0.0,0.0
3-4-2-3-9-2,3,4.0,2.0,3,9,2,36,32,1,1,0.0,0.0,0.0
4-12-4-2-31-0,4,12.0,4.0,2,31,0,44,24,1,1,0.0,0.0,0.0
2-11-3-3-14-1,2,11.0,3.0,3,14,1,34,31,3,1,0.0,0.0,0.0
3-10-5-2-21-0,3,10.0,5.0,2,21,0,33,10,1,1,0.0,0.0,0.0
3-10-2-2-15-1,3,10.0,2.0,2,15,1,13,11,4,1,0.0,0.0,0.0
4-13-4-2-36-2,4,13.0,4.0,2,36,2,34,22,1,1,0.0,0.0,0.0
3-12-0-2-14-2,3,12.0,,2,14,2,25,22,1,1,0.0,0.0,0.0
4-11-2-2-26-0,4,11.0,2.0,2,26,0,26,10,2,1,0.0,0.0,0.0
2-14-5-3-19-1,2,14.0,5.0,3,19,1,44,31,5,1,0.0,0.0,0.0
2-11-8-3-19-1,2,11.0,8.0,3,19,1,30,25,4,1,0.0,0.0,0.0
3-14-4-3-28-2,3,14.0,4.0,3,28,2,45,36,1,1,0.0,0.0,0.0
3-12-2-2-18-2,3,12.0,2.0,2,18,2,33,26,2,1,0.0,0.0,0.0
5-13-2-2-36-1,5,13.0,2.0,2,36,1,31,11,1,1,0.0,0.0,0.0
3-13-10-2-35-1,3,13.0,10.0,2,35,1,27,19,1,1,0.0,0.0,0.0
4-14-0-3-35-1,4,14.0,,3,35,1,33,25,3,1,0.0,0.0,0.0
4-14-0-2-24-0,4,14.0,,2,24,0,22,4,5,1,0.0,0.0,0.0
3-9-4-3-19-0,3,9.0,4.0,3,19,0,31,14,1,1,0.0,0.0,0.0
4-14-0-3-33-0,4,14.0,,3,33,0,16,8,2,1,0.0,0.0,0.0
5-11-3-3-37-1,5,11.0,3.0,3,37,1,33,15,1,1,0.0,0.0,0.0
5-13-3-1-43-0,5,13.0,3.0,1,43,0,42,24,2,1,0.0,0.0,0.0
2-7-0-3-7-0,2,7.0,,3,7,0,24,22,3,1,0.0,0.0,0.0
5-13-2-2-35-0,5,13.0,2.0,2,35,0,21,14,1,1,0.0,0.0,0.0
2-13-12-2-25-1,2,13.0,12.0,2,25,1,17,11,1,1,0.0,0.0,0.0
4-14-5-2-36-0,4,14.0,5.0,2,36,0,31,4,2,1,0.0,0.0,0.0
2-8-4-3-12-1,2,8.0,4.0,3,12,1,21,15,4,1,0.0,0.0,0.0
4-8-0-2-17-0,4,8.0,,2,17,0,22,18,2,1,0.0,0.0,0.0
4-11-3-2-25-1,4,11.0,3.0,2,25,1,35,11,3,1,0.0,0.0,0.0
4-14-5-2-41-0,4,14.0,5.0,2,41,0,22,4,2,1,0.0,0.0,0.0
3-12-5-3-27-1,3,12.0,5.0,3,27,1,36,21,1,1,0.0,0.0,0.0
3-5-2-3-11-0,3,5.0,2.0,3,11,0,28,14,2,1,0.0,0.0,0.0
5-11-0-2-25-1,5,11.0,,2,25,1,30,21,1,1,0.0,0.0,0.0
4-14-6-3-36-0,4,14.0,6.0,3,36,0,32,14,1,1,0.0,0.0,0.0
3-10-2-2-20-2,3,10.0,2.0,2,20,2,30,26,2,1,0.0,0.0,0.0
3-8-3-2-18-2,3,8.0,3.0,2,18,2,30,26,3,1,0.0,0.0,0.0
4-13-4-2-32-0,4,13.0,4.0,2,32,0,34,14,3,1,0.0,0.0,0.0
4-10-4-2-25-1,4,10.0,4.0,2,25,1,62,35,1,1,0.0,0.0,0.0
2-11-4-2-15-1,2,11.0,4.0,2,15,1,32,25,2,1,0.0,0.0,0.0
5-11-4-2-39-0,5,11.0,4.0,2,39,0,23,10,2,1,0.0,0.0,0.0
4-12-0-3-29-1,4,12.0,,3,29,1,42,25,2,1,0.0,0.0,0.0
5-14-5-2-50-0,5,14.0,5.0,2,50,0,25,4,1,1,0.0,0.0,0.0
3-12-2-4-22-1,3,12.0,2.0,4,22,1,26,21,1,1,0.0,0.0,0.0
4-13-3-2-26-0,4,13.0,3.0,2,26,0,22,4,2,1,0.0,0.0,0.0
5-12-2-2-34-0,5,12.0,2.0,2,34,0,31,14,2,1,0.0,0.0,0.0
6-11-0-1-42-0,6,11.0,,1,42,0,17,4,1,1,0.0,0.0,0.0
2-14-7-2-21-2,2,14.0,7.0,2,21,2,51,46,1,1,0.0,0.0,0.0
4-11-2-2-23-1,4,11.0,2.0,2,23,1,29,11,3,1,0.0,0.0,0.0
5-12-3-1-40-1,5,12.0,3.0,1,40,1,33,15,2,1,0.0,0.0,0.0
1-0-0-3-0-1,1,,,3,0,1,39,39,7,1,0.0,0.0,0.0
3-7-2-3-15-0,3,7.0,2.0,3,15,0,17,4,2,1,0.0,0.0,0.0
3-13-5-2-29-0,3,13.0,5.0,2,29,0,20,4,3,1,0.0,0.0,0.0
4-14-2-2-38-1,4,14.0,2.0,2,38,1,39,31,1,1,0.0,0.0,0.0
2-9-4-4-13-1,2,9.0,4.0,4,13,1,35,29,2,1,0.0,0.0,0.0
6-12-3-1-40-2,6,12.0,3.0,1,40,2,52,22,1,1,0.0,0.0,0.0
2-14-6-4-20-2,2,14.0,6.0,4,20,2,50,36,1,1,0.0,0.0,0.0
1-13-13-4-13-2,1,13.0,13.0,4,13,2,39,36,5,1,0.0,0.0,0.0
4-12-5-3-33-0,4,12.0,5.0,3,33,0,31,14,2,1,0.0,0.0,0.0
4-13-0-3-34-1,4,13.0,,3,34,1,19,11,1,1,0.0,0.0,0.0
3-12-2-2-19-0,3,12.0,2.0,2,19,0,37,24,5,1,0.0,0.0,0.0
2-11-8-2-19-0,2,11.0,8.0,2,19,0,25,20,2,1,0.0,0.0,0.0
2-2-0-3-2-2,2,2.0,,3,2,2,42,42,2,1,0.0,0.0,0.0
4-9-3-2-27-0,4,9.0,3.0,2,27,0,14,8,1,1,0.0,0.0,0.0
4-13-2-2-23-1,4,13.0,2.0,2,23,1,42,29,3,1,0.0,0.0,0.0
4-14-3-3-38-0,4,14.0,3.0,3,38,0,22,14,1,1,0.0,0.0,0.0
6-14-2-1-55-0,6,14.0,2.0,1,55,0,22,0,1,1,0.0,0.0,0.0
5-7-0-3-16-1,5,7.0,,3,16,1,21,15,1,1,0.0,0.0,0.0
4-14-2-3-39-0,4,14.0,2.0,3,39,0,22,14,1,1,0.0,0.0,0.0
2-8-7-3-15-0,2,8.0,7.0,3,15,0,28,24,1,1,0.0,0.0,0.0
3-8-5-2-19-1,3,8.0,5.0,2,19,1,44,21,2,1,0.0,0.0,0.0
5-12-4-3-40-0,5,12.0,4.0,3,40,0,27,4,1,1,0.0,0.0,0.0
2-12-10-5-22-1,2,12.0,10.0,5,22,1,40,35,1,1,0.0,0.0,0.0
4-14-4-2-38-1,4,14.0,4.0,2,38,1,31,19,2,1,0.0,0.0,0.0
4-13-6-2-40-2,4,13.0,6.0,2,40,2,41,22,2,1,0.0,0.0,0.0
4-13-0-2-26-1,4,13.0,,2,26,1,26,21,2,1,0.0,0.0,0.0
3-13-5-2-27-2,3,13.0,5.0,2,27,2,45,30,1,1,0.0,0.0,0.0
2-4-0-3-4-1,2,4.0,,3,4,1,25,21,3,1,0.0,0.0,0.0
4-14-3-2-30-0,4,14.0,3.0,2,30,0,19,10,3,1,0.0,0.0,0.0
4-14-8-3-45-0,4,14.0,8.0,3,45,0,20,10,1,1,0.0,0.0,0.0
5-14-2-3-42-0,5,14.0,2.0,3,42,0,33,14,1,1,0.0,0.0,0.0
5-14-3-1-41-0,5,14.0,3.0,1,41,0,12,0,2,1,0.0,0.0,0.0
2-6-5-2-11-1,2,6.0,5.0,2,11,1,36,15,1,1,0.0,0.0,0.0
5-14-3-2-47-0,5,14.0,3.0,2,47,0,28,18,1,1,0.0,0.0,0.0
3-7-4-3-16-1,3,7.0,4.0,3,16,1,41,25,2,1,0.0,0.0,0.0
5-13-6-1-47-0,5,13.0,6.0,1,47,0,21,0,2,1,0.0,0.0,0.0
3-6-3-4-14-1,3,6.0,3.0,4,14,1,56,35,1,1,0.0,0.0,0.0
3-11-3-2-18-0,3,11.0,3.0,2,18,0,15,8,1,1,0.0,0.0,0.0
3-10-4-3-20-0,3,10.0,4.0,3,20,0,17,0,2,1,0.0,0.0,0.0
