signature,trump_count,strongest_trump_rank,weakest_trump_rank,max_suit_run,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
4-2-13-2-26,4,2.0,13.0,2,26,20,150,1600,0.49375,0.012499023399350048,60.835625
3-3-9-3-41,3,3.0,9.0,3,41,26,23,300,0.49333333333333335,0.028864947344230254,59.47
5-5-13-2-16,5,5.0,13.0,2,16,4,18,300,0.49333333333333335,0.028864947344230254,59.5
3-9-12-2-46,3,9.0,12.0,2,46,36,11,300,0.49333333333333335,0.028864947344230254,60.48
3-1-6-2-32,3,1.0,6.0,2,32,25,37,300,0.49333333333333335,0.028864947344230254,62.43333333333333
2-3-5-3-41,2,3.0,5.0,3,41,36,19,300,0.49333333333333335,0.028864947344230254,59.88
2-0-10-3-39,2,0.0,10.0,3,39,32,15,300,0.49333333333333335,0.028864947344230254,59.553333333333335
4-6-12-2-45,4,6.0,12.0,2,45,29,8,300,0.49333333333333335,0.028864947344230254,61.14333333333333
4-5-10-3-43,4,5.0,10.0,3,43,25,6,300,0.49333333333333335,0.028864947344230254,59.68333333333333
4-3-11-2-27,4,3.0,11.0,2,27,11,52,1200,0.49333333333333335,0.014432473672115127,59.805
3-1-9-3-27,3,1.0,9.0,3,27,11,18,300,0.49333333333333335,0.028864947344230254,60.51
2-0-9-3-39,2,0.0,9.0,3,39,26,15,300,0.49333333333333335,0.028864947344230254,59.03666666666667
2-0-6-3-36,2,0.0,6.0,3,36,31,19,300,0.49333333333333335,0.028864947344230254,61.04666666666667
4-6-11-2-39,4,6.0,11.0,2,39,22,18,300,0.49333333333333335,0.028864947344230254,61.263333333333335
4-2-8-2-26,4,2.0,8.0,2,26,8,11,300,0.49333333333333335,0.028864947344230254,60.376666666666665
2-0-2-3-45,2,0.0,2.0,3,45,39,8,300,0.49333333333333335,0.028864947344230254,59.74
3-2-5-3-22,3,2.0,5.0,3,22,15,28,300,0.49333333333333335,0.028864947344230254,60.29333333333334
2-1-11-4-35,2,1.0,11.0,4,35,32,5,300,0.49333333333333335,0.028864947344230254,60.52666666666666
5-2-12-1-15,5,2.0,12.0,1,15,4,11,300,0.49333333333333335,0.028864947344230254,60.41333333333332
4-3-13-2-28,4,3.0,13.0,2,28,15,118,1600,0.493125,0.012498818303518736,59.27875
3-2-9-2-41,3,2.0,9.0,2,41,25,38,1000,0.493,0.015809838708854686,60.719
4-5-10-2-38,4,5.0,10.0,2,38,11,24,700,0.4928571428571429,0.018896295161895654,59.81142857142857
4-2-11-2-30,4,2.0,11.0,2,30,22,105,1400,0.4928571428571429,0.013361698448278966,61.10857142857143
3-1-10-3-34,3,1.0,10.0,3,34,25,52,700,0.4928571428571429,0.018896295161895654,59.651428571428575
3-2-12-2-35,3,2.0,12.0,2,35,32,38,700,0.4928571428571429,0.018896295161895654,60.114285714285714
5-2-13-2-9,5,2.0,13.0,2,9,0,32,400,0.4925,0.024997187341779078,60.66
4-2-12-3-30,4,2.0,12.0,3,30,15,35,800,0.4925,0.017675680679962513,60.63
3-0-11-2-21,3,0.0,11.0,2,21,14,48,800,0.4925,0.017675680679962513,61.1025
3-1-7-4-32,3,1.0,7.0,4,32,25,16,400,0.4925,0.024997187341779078,60.155
4-5-10-2-37,4,5.0,10.0,2,37,10,19,400,0.4925,0.024997187341779078,59.39
4-3-11-2-30,4,3.0,11.0,2,30,14,75,1700,0.4923529411764706,0.01212536288095789,59.80882352941177
4-3-12-2-24,4,3.0,12.0,2,24,15,59,900,0.4922222222222222,0.016664650083763118,61.13777777777778
4-2-9-2-21,4,2.0,9.0,2,21,4,42,1000,0.492,0.015809364313595912,59.135
3-2-12-2-36,3,2.0,12.0,2,36,31,30,500,0.492,0.022357817424784557,60.868
4-4-11-2-35,4,4.0,11.0,2,35,21,42,500,0.492,0.022357817424784557,58.578
4-4-12-2-21,4,4.0,12.0,2,21,15,32,500,0.492,0.022357817424784557,59.814
5-4-13-2-18,5,4.0,13.0,2,18,10,40,500,0.492,0.022357817424784557,60.284
4-1-11-2-13,4,1.0,11.0,2,13,4,33,500,0.492,0.022357817424784557,58.888
3-0-7-3-22,3,0.0,7.0,3,22,15,73,1600,0.491875,0.012498349500409043,60.61125
3-1-7-3-32,3,1.0,7.0,3,32,25,57,1200,0.49083333333333334,0.014431330852876501,60.86833333333333
3-0-10-3-24,3,0.0,10.0,3,24,15,78,1300,0.4907692307692308,0.0138651414844624,60.02923076923077
4-3-10-4-15,4,3.0,10.0,4,15,4,2,100,0.49,0.04998999899979995,61.27
4-0-12-4-19,4,0.0,12.0,4,19,10,5,100,0.49,0.04998999899979995,62.52
3-0-9-4-50,3,0.0,9.0,4,50,35,1,100,0.49,0.04998999899979995,58.96
5-1-13-1-6,5,1.0,13.0,1,6,0,1,100,0.49,0.04998999899979995,61.16
4-9-12-2-45,4,9.0,12.0,2,45,31,3,100,0.49,0.04998999899979995,57.28
3-2-12-4-33,3,2.0,12.0,4,33,26,1,100,0.49,0.04998999899979995,61.27
2-0-4-3-44,2,0.0,4.0,3,44,39,7,100,0.49,0.04998999899979995,61.19
2-3-7-4-51,2,3.0,7.0,4,51,46,1,100,0.49,0.04998999899979995,62.93
3-3-8-4-47,3,3.0,8.0,4,47,31,8,100,0.49,0.04998999899979995,61.92
5-6-10-1-37,5,6.0,10.0,1,37,8,1,100,0.49,0.04998999899979995,62.32
5-5-12-2-22,5,5.0,12.0,2,22,14,6,100,0.49,0.04998999899979995,59.23
5-7-13-2-47,5,7.0,13.0,2,47,24,2,100,0.49,0.04998999899979995,61.79
3-0-13-3-55,3,0.0,13.0,3,55,41,1,100,0.49,0.04998999899979995,62.51
4-8-12-3-30,4,8.0,12.0,3,30,15,3,100,0.49,0.04998999899979995,57.23
2-1-7-2-46,2,1.0,7.0,2,46,41,2,100,0.49,0.04998999899979995,58.62
4-2-11-4-25,4,2.0,11.0,4,25,15,1,100,0.49,0.04998999899979995,59.92
3-6-12-3-55,3,6.0,12.0,3,55,42,1,100,0.49,0.04998999899979995,61.51
3-7-10-3-49,3,7.0,10.0,3,49,32,2,100,0.49,0.04998999899979995,57.35
5-5-12-2-10,5,5.0,12.0,2,10,4,3,100,0.49,0.04998999899979995,61.97
4-4-10-2-25,4,4.0,10.0,2,25,15,20,500,0.49,0.022356207191739835,60.812
3-3-7-3-26,3,3.0,7.0,3,26,19,18,100,0.49,0.04998999899979995,59.9
2-9-10-2-60,2,9.0,10.0,2,60,46,1,100,0.49,0.04998999899979995,56.41
4-3-12-2-49,4,3.0,12.0,2,49,31,9,100,0.49,0.04998999899979995,62.39
5-5-12-1-30,5,5.0,12.0,1,30,11,8,100,0.49,0.04998999899979995,62.11
2-2-4-4-46,2,2.0,4.0,4,46,41,1,100,0.49,0.04998999899979995,59.95
3-1-12-2-32,3,1.0,12.0,2,32,25,43,800,0.49,0.017674133642133636,60.90125
2-3-13-3-35,2,3.0,13.0,3,35,32,13,200,0.49,0.03534826728426727,58.96
3-0-7-2-20,3,0.0,7.0,2,20,12,3,100,0.49,0.04998999899979995,59.47
2-0-13-2-45,2,0.0,13.0,2,45,42,4,100,0.49,0.04998999899979995,61.55
4-0-13-4-7,4,0.0,13.0,4,7,4,1,100,0.49,0.04998999899979995,61.13
4-5-9-2-49,4,5.0,9.0,2,49,24,5,100,0.49,0.04998999899979995,57.82
3-4-9-3-65,3,4.0,9.0,3,65,42,2,100,0.49,0.04998999899979995,59.99
3-0-13-3-49,3,0.0,13.0,3,49,35,13,100,0.49,0.04998999899979995,57.44
3-0-11-2-40,3,0.0,11.0,2,40,35,16,300,0.49,0.028861739379323625,61.46333333333333
3-6-9-3-58,3,6.0,9.0,3,58,35,4,100,0.49,0.04998999899979995,56.58
3-0-11-3-18,3,0.0,11.0,3,18,12,10,100,0.49,0.04998999899979995,61.61
3-0-13-3-24,3,0.0,13.0,3,24,18,58,500,0.49,0.022356207191739835,60.482
4-0-6-2-9,4,0.0,6.0,2,9,0,3,100,0.49,0.04998999899979995,63.78
4-3-10-2-44,4,3.0,10.0,2,44,25,21,200,0.49,0.03534826728426727,60.01
5-0-10-1-21,5,0.0,10.0,1,21,0,6,100,0.49,0.04998999899979995,63.81
5-2-13-3-27,5,2.0,13.0,3,27,14,5,100,0.49,0.04998999899979995,61.51
2-9-10-2-50,2,9.0,10.0,2,50,36,4,100,0.49,0.04998999899979995,57.93
4-0-13-4-15,4,0.0,13.0,4,15,10,1,100,0.49,0.04998999899979995,60.24
3-6-9-2-55,3,6.0,9.0,2,55,32,6,100,0.49,0.04998999899979995,60.76
3-2-5-2-28,3,2.0,5.0,2,28,21,8,100,0.49,0.04998999899979995,60.77
2-3-4-3-37,2,3.0,4.0,3,37,32,14,200,0.49,0.03534826728426727,59.89
2-1-2-2-36,2,1.0,2.0,2,36,30,2,100,0.49,0.04998999899979995,62.02
4-6-12-2-28,4,6.0,12.0,2,28,15,24,200,0.49,0.03534826728426727,58.62
2-2-9-2-49,2,2.0,9.0,2,49,36,6,100,0.49,0.04998999899979995,59.67
3-1-9-2-56,3,1.0,9.0,2,56,32,7,100,0.49,0.04998999899979995,62.07
4-6-11-2-47,4,6.0,11.0,2,47,32,8,100,0.49,0.04998999899979995,61.26
4-6-9-2-54,4,6.0,9.0,2,54,29,3,100,0.49,0.04998999899979995,64.39
2-1-2-2-25,2,1.0,2.0,2,25,19,2,100,0.49,0.04998999899979995,59.15
4-5-12-2-38,4,5.0,12.0,2,38,32,31,300,0.49,0.028861739379323625,61.336666666666666
4-4-13-3-25,4,4.0,13.0,3,25,10,27,200,0.49,0.03534826728426727,60.705
3-0-13-4-20,3,0.0,13.0,4,20,15,13,200,0.49,0.03534826728426727,61.85
2-1-4-3-31,2,1.0,4.0,3,31,26,6,100,0.49,0.04998999899979995,59.95
3-4-8-3-37,3,4.0,8.0,3,37,22,11,100,0.49,0.04998999899979995,57.8
4-6-12-4-37,4,6.0,12.0,4,37,21,1,100,0.49,0.04998999899979995,58.7
4-2-12-3-21,4,2.0,12.0,3,21,11,26,300,0.49,0.028861739379323625,59.98
4-2-12-3-32,4,2.0,12.0,3,32,15,27,400,0.49,0.024994999499899976,59.9175
5-5-13-3-31,5,5.0,13.0,3,31,14,6,100,0.49,0.04998999899979995,58.3
2-2-11-2-29,2,2.0,11.0,2,29,26,8,100,0.49,0.04998999899979995,59.39
4-3-11-3-35,4,3.0,11.0,3,35,20,6,100,0.49,0.04998999899979995,60.22
5-4-13-2-4,5,4.0,13.0,2,4,0,7,100,0.49,0.04998999899979995,58.71
4-3-10-2-40,4,3.0,10.0,2,40,20,53,400,0.49,0.024994999499899976,60.2275
3-3-12-2-56,3,3.0,12.0,2,56,42,5,100,0.49,0.04998999899979995,60.77
4-4-13-3-43,4,4.0,13.0,3,43,31,5,100,0.49,0.04998999899979995,61.62
3-1-8-4-38,3,1.0,8.0,4,38,21,4,100,0.49,0.04998999899979995,60.0
4-2-13-3-10,4,2.0,13.0,3,10,4,1,100,0.49,0.04998999899979995,57.43
2-3-4-3-38,2,3.0,4.0,3,38,33,6,100,0.49,0.04998999899979995,58.3
2-1-9-3-53,2,1.0,9.0,3,53,40,5,100,0.49,0.04998999899979995,60.79
3-2-12-3-10,3,2.0,12.0,3,10,4,4,100,0.49,0.04998999899979995,56.12
2-0-2-3-51,2,0.0,2.0,3,51,45,3,100,0.49,0.04998999899979995,59.43
3-1-12-4-36,3,1.0,12.0,4,36,31,1,100,0.49,0.04998999899979995,62.59
4-9-13-2-42,4,9.0,13.0,2,42,32,1,100,0.49,0.04998999899979995,59.96
4-3-12-4-19,4,3.0,12.0,4,19,14,4,100,0.49,0.04998999899979995,58.6
2-0-9-4-43,2,0.0,9.0,4,43,30,2,100,0.49,0.04998999899979995,59.94
3-1-3-4-23,3,1.0,3.0,4,23,14,1,100,0.49,0.04998999899979995,62.47
2-1-2-3-17,2,1.0,2.0,3,17,11,8,100,0.49,0.04998999899979995,61.03
3-7-9-2-65,3,7.0,9.0,2,65,42,2,100,0.49,0.04998999899979995,58.58
4-4-10-3-45,4,4.0,10.0,3,45,26,6,200,0.49,0.03534826728426727,61.275
3-2-10-4-35,3,2.0,10.0,4,35,25,10,100,0.49,0.04998999899979995,58.61
3-10-13-4-40,3,10.0,13.0,4,40,36,2,100,0.49,0.04998999899979995,58.84
2-0-1-4-30,2,0.0,1.0,4,30,24,3,100,0.49,0.04998999899979995,61.87
2-2-5-3-51,2,2.0,5.0,3,51,46,2,100,0.49,0.04998999899979995,61.33
2-2-5-3-46,2,2.0,5.0,3,46,41,2,100,0.49,0.04998999899979995,60.13
3-2-4-3-28,3,2.0,4.0,3,28,20,5,100,0.49,0.04998999899979995,61.11
2-2-3-3-35,2,2.0,3.0,3,35,29,18,100,0.49,0.04998999899979995,58.78
3-8-11-3-51,3,8.0,11.0,3,51,30,1,100,0.49,0.04998999899979995,60.53
2-1-7-2-35,2,1.0,7.0,2,35,30,2,100,0.49,0.04998999899979995,58.28
2-3-11-3-45,2,3.0,11.0,3,45,42,9,200,0.49,0.03534826728426727,58.8
2-0-5-3-33,2,0.0,5.0,3,33,28,3,100,0.49,0.04998999899979995,57.28
3-0-12-2-40,3,0.0,12.0,2,40,35,17,100,0.49,0.04998999899979995,62.58
5-6-13-3-12,5,6.0,13.0,3,12,4,3,100,0.49,0.04998999899979995,58.25
3-0-12-4-20,3,0.0,12.0,4,20,15,14,100,0.49,0.04998999899979995,61.15
5-4-11-1-20,5,4.0,11.0,1,20,12,7,100,0.49,0.04998999899979995,60.37
4-1-7-2-17,4,1.0,7.0,2,17,8,7,100,0.49,0.04998999899979995,60.2
2-0-11-3-35,2,0.0,11.0,3,35,32,13,100,0.49,0.04998999899979995,63.24
4-2-9-3-27,4,2.0,9.0,3,27,10,12,200,0.49,0.03534826728426727,62.515
2-2-13-2-53,2,2.0,13.0,2,53,50,1,100,0.49,0.04998999899979995,61.34
3-2-13-2-50,3,2.0,13.0,2,50,36,1,100,0.49,0.04998999899979995,63.08
2-1-11-4-49,2,1.0,11.0,4,49,46,1,100,0.49,0.04998999899979995,61.0
4-3-9-3-34,4,3.0,9.0,3,34,8,1,100,0.49,0.04998999899979995,60.14
2-1-13-4-35,2,1.0,13.0,4,35,32,10,100,0.49,0.04998999899979995,61.99
4-1-9-3-21,4,1.0,9.0,3,21,4,15,100,0.49,0.04998999899979995,61.81
2-1-10-2-37,2,1.0,10.0,2,37,30,4,100,0.49,0.04998999899979995,59.3
5-7-11-3-31,5,7.0,11.0,3,31,4,2,100,0.49,0.04998999899979995,58.86
3-6-11-3-58,3,6.0,11.0,3,58,46,1,100,0.49,0.04998999899979995,60.43
4-2-10-3-49,4,2.0,10.0,3,49,21,4,100,0.49,0.04998999899979995,59.16
4-1-9-3-26,4,1.0,9.0,3,26,8,10,100,0.49,0.04998999899979995,63.87
3-8-11-3-61,3,8.0,11.0,3,61,46,2,100,0.49,0.04998999899979995,61.15
4-5-12-3-38,4,5.0,12.0,3,38,21,10,200,0.49,0.03534826728426727,60.635
5-4-12-2-15,5,4.0,12.0,2,15,0,4,100,0.49,0.04998999899979995,60.83
2-0-12-3-49,2,0.0,12.0,3,49,46,4,100,0.49,0.04998999899979995,59.53
4-4-11-4-30,4,4.0,11.0,4,30,15,1,100,0.49,0.04998999899979995,57.97
4-5-9-2-53,4,5.0,9.0,2,53,28,1,100,0.49,0.04998999899979995,59.81
3-4-13-3-55,3,4.0,13.0,3,55,42,1,100,0.49,0.04998999899979995,59.37
2-2-6-4-35,2,2.0,6.0,4,35,30,1,100,0.49,0.04998999899979995,58.97
5-5-11-1-10,5,5.0,11.0,1,10,0,2,100,0.49,0.04998999899979995,58.1
3-7-12-2-55,3,7.0,12.0,2,55,42,3,100,0.49,0.04998999899979995,60.84
3-3-13-3-51,3,3.0,13.0,3,51,46,1,100,0.49,0.04998999899979995,62.05
5-5-12-2-30,5,5.0,12.0,2,30,14,11,100,0.49,0.04998999899979995,61.6
2-4-9-4-52,2,4.0,9.0,4,52,40,3,100,0.49,0.04998999899979995,57.43
3-1-5-3-15,3,1.0,5.0,3,15,8,4,100,0.49,0.04998999899979995,58.94
3-1-5-2-35,3,1.0,5.0,2,35,28,1,100,0.49,0.04998999899979995,62.01
2-2-5-2-41,2,2.0,5.0,2,41,36,3,100,0.49,0.04998999899979995,61.64
4-3-13-4-37,4,3.0,13.0,4,37,21,4,100,0.49,0.04998999899979995,59.86
2-0-5-3-36,2,0.0,5.0,3,36,31,13,100,0.49,0.04998999899979995,61.09
3-4-13-4-38,3,4.0,13.0,4,38,32,3,100,0.49,0.04998999899979995,58.51
2-0-12-2-34,2,0.0,12.0,2,34,31,3,100,0.49,0.04998999899979995,58.74
4-8-12-2-36,4,8.0,12.0,2,36,11,12,100,0.49,0.04998999899979995,56.47
3-2-8-4-45,3,2.0,8.0,4,45,29,3,100,0.49,0.04998999899979995,57.34
3-0-5-2-11,3,0.0,5.0,2,11,4,2,100,0.49,0.04998999899979995,60.86
4-2-11-2-45,4,2.0,11.0,2,45,21,15,200,0.49,0.03534826728426727,62.625
4-4-10-3-48,4,4.0,10.0,3,48,29,3,100,0.49,0.04998999899979995,59.91
3-2-10-3-39,3,2.0,10.0,3,39,30,19,100,0.49,0.04998999899979995,58.54
2-6-11-3-44,2,6.0,11.0,3,44,42,9,100,0.49,0.04998999899979995,57.06
2-3-4-3-45,2,3.0,4.0,3,45,40,4,100,0.49,0.04998999899979995,60.29
5-9-13-2-25,5,9.0,13.0,2,25,11,1,100,0.49,0.04998999899979995,59.8
4-9-13-2-46,4,9.0,13.0,2,46,32,6,100,0.49,0.04998999899979995,63.0
2-3-9-4-59,2,3.0,9.0,4,59,46,3,100,0.49,0.04998999899979995,61.77
5-6-13-3-23,5,6.0,13.0,3,23,10,1,100,0.49,0.04998999899979995,60.57
3-0-7-4-36,3,0.0,7.0,4,36,29,3,100,0.49,0.04998999899979995,61.56
2-0-1-3-6,2,0.0,1.0,3,6,0,2,100,0.49,0.04998999899979995,61.73
5-4-12-3-17,5,4.0,12.0,3,17,11,3,100,0.49,0.04998999899979995,61.42
2-5-10-2-40,2,5.0,10.0,2,40,34,1,100,0.49,0.04998999899979995,61.45
5-7-13-1-37,5,7.0,13.0,1,37,10,4,100,0.49,0.04998999899979995,60.54
3-1-9-3-42,3,1.0,9.0,3,42,18,14,500,0.49,0.022356207191739835,60.13
3-1-11-2-43,3,1.0,11.0,2,43,30,10,100,0.49,0.04998999899979995,61.2
2-1-2-4-28,2,1.0,2.0,4,28,22,2,100,0.49,0.04998999899979995,61.23
4-2-12-3-45,4,2.0,12.0,3,45,21,9,200,0.49,0.03534826728426727,60.03
3-1-7-5-32,3,1.0,7.0,5,32,25,3,100,0.49,0.04998999899979995,63.17
3-3-12-2-36,3,3.0,12.0,2,36,22,32,600,0.49,0.020408331631958553,59.848333333333336
3-7-11-2-35,3,7.0,11.0,2,35,22,10,100,0.49,0.04998999899979995,60.02
2-3-4-3-27,2,3.0,4.0,3,27,22,13,200,0.49,0.03534826728426727,58.045
3-3-11-4-41,3,3.0,11.0,4,41,36,6,100,0.49,0.04998999899979995,61.36
4-5-12-3-41,4,5.0,12.0,3,41,25,3,100,0.49,0.04998999899979995,61.09
2-0-13-2-25,2,0.0,13.0,2,25,22,6,100,0.49,0.04998999899979995,61.56
2-0-9-4-45,2,0.0,9.0,4,45,32,5,100,0.49,0.04998999899979995,60.03
3-2-10-2-48,3,2.0,10.0,2,48,31,8,100,0.49,0.04998999899979995,60.4
3-2-8-4-27,3,2.0,8.0,4,27,11,2,100,0.49,0.04998999899979995,58.98
5-5-13-1-24,5,5.0,13.0,1,24,10,6,100,0.49,0.04998999899979995,60.19
2-0-4-2-31,2,0.0,4.0,2,31,26,5,100,0.49,0.04998999899979995,62.46
2-0-3-2-24,2,0.0,3.0,2,24,18,1,100,0.49,0.04998999899979995,59.2
4-4-9-4-40,4,4.0,9.0,4,40,15,1,100,0.49,0.04998999899979995,62.32
2-3-6-3-57,2,3.0,6.0,3,57,52,2,100,0.49,0.04998999899979995,60.74
3-3-9-2-56,3,3.0,9.0,2,56,41,7,100,0.49,0.04998999899979995,60.32
4-2-13-3-27,4,2.0,13.0,3,27,21,34,100,0.49,0.04998999899979995,56.75
3-3-9-3-57,3,3.0,9.0,3,57,42,5,100,0.49,0.04998999899979995,64.18
3-2-12-4-25,3,2.0,12.0,4,25,19,1,100,0.49,0.04998999899979995,58.82
4-0-9-3-31,4,0.0,9.0,3,31,14,21,200,0.49,0.03534826728426727,60.78
3-4-7-2-38,3,4.0,7.0,2,38,32,9,100,0.49,0.04998999899979995,62.43
3-4-9-2-54,3,4.0,9.0,2,54,31,5,200,0.49,0.03534826728426727,60.24
4-6-12-3-34,4,6.0,12.0,3,34,26,13,100,0.49,0.04998999899979995,60.96
5-6-13-3-30,5,6.0,13.0,3,30,14,1,100,0.49,0.04998999899979995,61.54
4-4-10-2-38,4,4.0,10.0,2,38,11,19,400,0.49,0.024994999499899976,58.7275
3-5-8-3-61,3,5.0,8.0,3,61,46,1,100,0.49,0.04998999899979995,62.48
2-0-9-5-38,2,0.0,9.0,5,38,25,6,100,0.49,0.04998999899979995,55.61
4-2-13-3-16,4,2.0,13.0,3,16,11,18,100,0.49,0.04998999899979995,59.76
2-1-6-2-24,2,1.0,6.0,2,24,19,4,100,0.49,0.04998999899979995,59.11
3-6-12-3-38,3,6.0,12.0,3,38,32,24,300,0.49,0.028861739379323625,59.23333333333332
4-3-13-4-36,4,3.0,13.0,4,36,21,1,100,0.49,0.04998999899979995,61.18
3-3-5-2-33,3,3.0,5.0,2,33,26,1,100,0.49,0.04998999899979995,62.65
2-0-4-3-24,2,0.0,4.0,3,24,19,15,100,0.49,0.04998999899979995,61.54
2-1-7-3-46,2,1.0,7.0,3,46,41,3,100,0.49,0.04998999899979995,57.89
2-1-6-2-47,2,1.0,6.0,2,47,42,3,100,0.49,0.04998999899979995,61.85
2-0-8-3-59,2,0.0,8.0,3,59,45,2,100,0.49,0.04998999899979995,60.63
2-2-10-2-47,2,2.0,10.0,2,47,40,2,100,0.49,0.04998999899979995,60.86
5-6-12-2-18,5,6.0,12.0,2,18,4,5,100,0.49,0.04998999899979995,57.48
2-0-8-4-54,2,0.0,8.0,4,54,40,1,100,0.49,0.04998999899979995,58.65
2-5-9-2-52,2,5.0,9.0,2,52,40,2,100,0.49,0.04998999899979995,57.99
2-8-10-3-55,2,8.0,10.0,3,55,40,3,100,0.49,0.04998999899979995,57.65
3-5-7-3-38,3,5.0,7.0,3,38,32,4,100,0.49,0.04998999899979995,60.7
2-4-10-3-56,2,4.0,10.0,3,56,50,1,100,0.49,0.04998999899979995,59.62
2-2-4-2-51,2,2.0,4.0,2,51,46,2,100,0.49,0.04998999899979995,60.82
2-1-3-3-29,2,1.0,3.0,3,29,23,3,100,0.49,0.04998999899979995,60.19
3-2-8-4-37,3,2.0,8.0,4,37,21,10,100,0.49,0.04998999899979995,57.31
2-2-3-5-31,2,2.0,3.0,5,31,25,1,100,0.49,0.04998999899979995,56.48
4-5-11-2-36,4,5.0,11.0,2,36,21,24,100,0.49,0.04998999899979995,57.19
2-0-5-4-41,2,0.0,5.0,4,41,36,3,100,0.49,0.04998999899979995,62.48
5-4-11-2-14,5,4.0,11.0,2,14,4,8,200,0.49,0.03534826728426727,61.95
4-1-9-3-17,4,1.0,9.0,3,17,0,5,100,0.49,0.04998999899979995,61.33
5-5-12-3-25,5,5.0,12.0,3,25,0,2,100,0.49,0.04998999899979995,61.93
3-2-9-3-65,3,2.0,9.0,3,65,41,1,100,0.49,0.04998999899979995,59.22
4-1-12-3-7,4,1.0,12.0,3,7,0,4,200,0.49,0.03534826728426727,60.82
5-6-11-1-35,5,6.0,11.0,1,35,10,1,100,0.49,0.04998999899979995,61.3
4-4-13-3-47,4,4.0,13.0,3,47,35,3,100,0.49,0.04998999899979995,59.56
2-1-5-2-50,2,1.0,5.0,2,50,45,1,100,0.49,0.04998999899979995,59.37
3-5-10-3-58,3,5.0,10.0,3,58,42,3,100,0.49,0.04998999899979995,61.86
3-6-11-4-36,3,6.0,11.0,4,36,32,2,100,0.49,0.04998999899979995,59.0
4-4-12-4-33,4,4.0,12.0,4,33,25,1,100,0.49,0.04998999899979995,61.38
2-1-12-2-43,2,1.0,12.0,2,43,40,1,100,0.49,0.04998999899979995,60.26
3-3-11-3-56,3,3.0,11.0,3,56,42,2,100,0.49,0.04998999899979995,58.89
3-3-7-4-33,3,3.0,7.0,4,33,26,1,100,0.49,0.04998999899979995,61.5
4-7-12-3-41,4,7.0,12.0,3,41,25,3,100,0.49,0.04998999899979995,60.96
2-0-11-3-52,2,0.0,11.0,3,52,49,1,100,0.49,0.04998999899979995,61.09
2-2-10-3-57,2,2.0,10.0,3,57,50,2,100,0.49,0.04998999899979995,58.72
2-1-5-2-47,2,1.0,5.0,2,47,42,1,100,0.49,0.04998999899979995,63.12
2-1-8-2-46,2,1.0,8.0,2,46,32,2,100,0.49,0.04998999899979995,58.56
4-5-11-2-52,4,5.0,11.0,2,52,29,1,100,0.49,0.04998999899979995,59.92
4-8-12-3-41,4,8.0,12.0,3,41,26,2,100,0.49,0.04998999899979995,61.68
5-5-13-3-8,5,5.0,13.0,3,8,4,1,100,0.49,0.04998999899979995,58.5
4-5-9-2-41,4,5.0,9.0,2,41,25,1,100,0.49,0.04998999899979995,62.38
4-2-10-4-40,4,2.0,10.0,4,40,21,1,100,0.49,0.04998999899979995,61.05
2-1-6-2-35,2,1.0,6.0,2,35,30,2,100,0.49,0.04998999899979995,60.44
5-4-12-3-19,5,4.0,12.0,3,19,0,2,100,0.49,0.04998999899979995,60.52
6-6-13-1-12,6,6.0,13.0,1,12,4,1,100,0.49,0.04998999899979995,59.46
4-8-12-3-52,4,8.0,12.0,3,52,31,1,100,0.49,0.04998999899979995,60.51
3-6-11-2-64,3,6.0,11.0,2,64,52,1,100,0.49,0.04998999899979995,62.73
4-5-9-2-48,4,5.0,9.0,2,48,23,1,100,0.49,0.04998999899979995,59.04
2-11-13-2-46,2,11.0,13.0,2,46,46,1,100,0.49,0.04998999899979995,58.09
5-4-11-1-19,5,4.0,11.0,1,19,0,5,100,0.49,0.04998999899979995,59.02
3-2-13-3-51,3,2.0,13.0,3,51,46,3,100,0.49,0.04998999899979995,60.05
4-5-10-3-39,4,5.0,10.0,3,39,21,9,100,0.49,0.04998999899979995,60.39
3-0-7-2-16,3,0.0,7.0,2,16,8,15,100,0.49,0.04998999899979995,62.42
2-0-4-2-28,2,0.0,4.0,2,28,23,2,100,0.49,0.04998999899979995,59.95
3-8-12-3-53,3,8.0,12.0,3,53,32,4,100,0.49,0.04998999899979995,60.0
3-2-5-3-25,3,2.0,5.0,3,25,18,1,100,0.49,0.04998999899979995,61.79
2-6-8-3-43,2,6.0,8.0,3,43,30,4,100,0.49,0.04998999899979995,59.95
4-10-13-2-46,4,10.0,13.0,2,46,42,1,100,0.49,0.04998999899979995,59.78
3-4-7-3-28,3,4.0,7.0,3,28,22,7,100,0.49,0.04998999899979995,60.46
3-8-12-4-43,3,8.0,12.0,4,43,22,1,100,0.49,0.04998999899979995,59.15
4-7-13-2-44,4,7.0,13.0,2,44,32,12,200,0.49,0.03534826728426727,60.08
2-5-12-2-34,2,5.0,12.0,2,34,32,3,100,0.49,0.04998999899979995,58.1
4-2-12-4-36,4,2.0,12.0,4,36,21,1,100,0.49,0.04998999899979995,62.34
5-8-12-2-29,5,8.0,12.0,2,29,4,2,100,0.49,0.04998999899979995,59.59
2-0-1-3-30,2,0.0,1.0,3,30,24,22,400,0.49,0.024994999499899976,62.155
4-1-13-3-25,4,1.0,13.0,3,25,20,25,100,0.49,0.04998999899979995,61.38
2-5-13-3-32,2,5.0,13.0,3,32,30,7,100,0.49,0.04998999899979995,59.65
